application,library,device,os,user_agent_string,certificate_authority,ja4_fingerprint,ja4_fingerprint_string,ja4s_fingerprint,ja4h_fingerprint,ja4x_fingerprint,ja4t_fingerprint
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://mstdn.io/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
Firefox 74.0 ,,,OS X Yosemite ,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 30.0 ,,,OS X El Capitan ,,,t12d1509sp_49e15d6cf97a_6bdcaa414218,"t12d1509sp_002f,0032,0033,0035,0039,003c,003d,0067,006b,c009,c00a,c013,c014,c023,c027_000a,000b,000d,0023,3374,754f,ff01_0401,0501,0201,0403,0503,0203,0402,0202",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Chrome 93.0 ,,,OS X Mojave ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 29.0 ,,,Windows 7 ,,,t12d150900_49e15d6cf97a_736b2a1ed4d3,"t12d150900_002f,0032,0033,0035,0039,003c,003d,0067,006b,c009,c00a,c013,c014,c023,c027_0005,000a,000b,000d,0023,3374,754f,ff01_0401,0501,0201,0403,0503,0203,0402,0202",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Chrome 61.0 ,,,OS X Yosemite ,,,t12d1211h2_d34a8e72043a_eb7c9aabf852,"t12d1211h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Firefox 103.0 ,,,OS X Monterey ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Edge 92.0 ,,,OS X Sonoma ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn18enus_010ca9f6ee2b_000000000000_000000000000,,
Chrome 77.0 ,,,Windows 10 ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn15enus_4eabb3b8bf96_000000000000_000000000000,,
Chrome 97.0 ,,,OS X Catalina ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 93.0 ,,,Windows 8 ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Chrome 80.0 ,,,OS X Sonoma ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn16enus_8333821ec29d_000000000000_000000000000,,
,,,,http.rb/5.1.1 (Mastodon/4.2.8; +https://feed.yopp.me/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
,,,,axios/0.21.1,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn150000_591f165e7311_000000000000_e3b0c44298fc,,
,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",,t13d1310h2_00f390d99b96_8846e450cd95,"t13d1310h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030_000a,000b,000d,0017,0023,002b,002d,0033_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn20engb_ac9cab7592a4_000000000000_e3b0c44298fc,,
,,,,http.rb/5.1.1 (Mastodon/4.2.7; +https://social.spejset.org/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
Edge 102.0 ,,,OS X Catalina ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 88.0 ,,,Windows 10 ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Chrome 74.0 ,,,Windows 10 ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Firefox 66.0 ,,,OS X El Capitan ,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 58.0 ,,,OS X Monterey ,,,t12d1211h2_d34a8e72043a_eb7c9aabf852,"t12d1211h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Firefox 78.0 ,,,Windows 8 ,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Firefox 82.0 ,,,Windows 8 ,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Firefox 64.0 ,,,Windows 10 ,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
,,,,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/125.0.0.0 Safari/537.36",,t13d1517h2_8daaf6152771_e903c750b005,"t13d1517h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,0029,002b,002d,0033,4469,fe0d,ff01",,ge11nr20enus_13afc98867fd_000000000000_e3b0c44298fc,,
Firefox 70.0 ,,,OS X Yosemite ,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 37.0 ,,,Windows XP ,,,t12d1011sp_41f4ea5be9c2_06a4338d0495,"t12d1011sp_002f,0032,0033,0035,0039,009c,009e,c013,c014,c02f_0005,000a,000b,000d,0012,0023,3374,7550,ff01_0401,0501,0201,0403,0503,0203,0402,0202",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Chrome 57.0 ,,,Windows 10 ,,,t12d1211h2_d34a8e72043a_eb7c9aabf852,"t12d1211h2_002f,0035,009c,009d,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,0023,7550,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Chrome 83.0 ,,,Windows 11 ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Firefox 77.0 ,,,Windows 8 .1,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12engb_fac804906c82_000000000000_000000000000,,
Edge 96.0 ,,,Windows 7 ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 75.0 ,,,OS X Ventura ,,,t13d1714h2_95e1cefdbe28_d267a5f792d4,"t13d1714h2_002f,0033,0035,0039,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 47.0 ,,,OS X Big Sur ,,,t12d1212ht_39b11509324c_c9eaec7dbab4,"t12d1212ht_002f,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0017,0023,3374,7550,ff01_0601,0603,0501,0503,0401,0403,0301,0303,0201,0203",,ge11nn12enus_febd996c6b68_000000000000_000000000000,,
Chrome ,,iPhone 14 Pro Max,ios 16 .0,,,t13d1714h2_5b57614c22b0_14788d8d241b,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,002b,002d,0033,ff01_0403,0804,0401,0503,0203,0805,0805,0501,0806,0601,0201",,ge11nn11enus_bf42243f6500_000000000000_000000000000,,
Chrome 73.0 ,,,Windows 11 ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn12enus_ad882a605d93_000000000000_000000000000,,
Chrome 48.0 ,,,OS X Catalina ,,,t12d1212h2_39b11509324c_c9eaec7dbab4,"t12d1212h2_002f,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0017,0023,3374,7550,ff01_0601,0603,0501,0503,0401,0403,0301,0303,0201,0203",,ge11nn12enus_febd996c6b68_000000000000_000000000000,,
Chrome 95.0 ,,,OS X Sierra ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
,,,,http.rb/5.1.1 (Mastodon/4.2.9; +https://mastodon.world/) Bot,,t13d301200_1d37bd780c83_d339722ba4af,"t13d301200_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0015,0016,0017,0023,002b,002d,0031,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn110000_df609f2cf13b_000000000000_e3b0c44298fc,,
Edge 100.0 ,,,OS X Big Sur ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome ,,iPhone 12 Pro,ios 17 .0,,,t13d1714h2_5b57614c22b0_14788d8d241b,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,002b,002d,0033,ff01_0403,0804,0401,0503,0203,0805,0805,0501,0806,0601,0201",,ge11nr14enus_8dbc670df4bc_000000000000_000000000000,,
Chrome 78.0 ,,,Windows 8 ,,,t13d1515h2_8daaf6152771_45f260be83e2,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601,0201",,ge11nn15enus_2efb8e72dcaa_000000000000_000000000000,,
Firefox 62.0 ,,,OS X Mojave ,,,t12d1314h2_07be0c029dc8_d267a5f792d4,"t12d1314h2_002f,0035,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Firefox 121.0 ,,,OS X Ventura ,,,t13d1715h2_5b57614c22b0_5c2c66f702b0,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,001c,0022,0023,002b,002d,0033,fe0d,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Firefox 118.0 ,,,OS X Sonoma ,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Safari ,,iPhone 14,ios 16 .4,,,t13d1714h2_5b57614c22b0_14788d8d241b,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,002b,002d,0033,ff01_0403,0804,0401,0503,0203,0805,0805,0501,0806,0601,0201",,ge11nr14enus_8dbc670df4bc_000000000000_000000000000,,
Firefox 99.0 ,,,Windows 8 .1,,,t13d1715h2_5b57614c22b0_3d5424432f57,"t13d1715h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0022,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn16enus_2814923490bc_000000000000_000000000000,,
Edge 86.0 ,,,Windows 8 ,,,t13d1515h2_8daaf6152771_de4a06bb82e3,"t13d1515h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn16enus_87294dd8e930_000000000000_000000000000,,
Samsung Internet ,,Samsung Galaxy S23,android 13 .0,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 96.0 ,,,OS X Ventura ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",,t13d301000_1d37bd780c83_1f22a2ca17c4,"t13d301000_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0016,0017,0023,002b,002d,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn10en00_3ed18bafb09c_000000000000_e3b0c44298fc,,
,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",,t13d301000_1d37bd780c83_1f22a2ca17c4,"t13d301000_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0016,0017,0023,002b,002d,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn10en00_3ed18bafb09c_000000000000_e3b0c44298fc,,
,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36",,t13d301000_1d37bd780c83_1f22a2ca17c4,"t13d301000_002f,0033,0035,0039,003c,003d,0067,006b,009c,009d,009e,009f,1301,1302,1303,c009,c00a,c013,c014,c023,c024,c027,c028,c02b,c02c,c02f,c030,cca8,cca9,ccaa_000a,000b,000d,0016,0017,0023,002b,002d,0033_0403,0503,0603,0807,0808,0809,080a,080b,0804,0805,0806,0401,0501,0601,0303,0301,0302,0402,0502,0602",,ge11nn10en00_3ed18bafb09c_000000000000_e3b0c44298fc,,
,,,,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36",,t13d1511h2_8daaf6152771_6d021c4c45cd,"t13d1511h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,0023,002b,002d,0033_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nr20enus_584f4b0d3bc0_000000000000_e3b0c44298fc,,
Chrome 94.0 ,,,Windows 11 ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
,,,,"Mozilla/5.0 (Linux; Android 6.0; Nexus 5 Build/MRA58N) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Mobile Safari/537.36",,t13d1517h2_8daaf6152771_e903c750b005,"t13d1517h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0017,001b,0023,0029,002b,002d,0033,4469,fe0d,ff01",,ge11nn22enus_29a2d526c521_000000000000_e3b0c44298fc,,
Chrome 110.0 ,,,OS X Ventura ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Chrome 33.0 ,,,OS X El Capitan ,,,t12d1312sp_a571d07754c8_ed5eb0a3fdc3,"t12d1312sp_002f,0032,0033,0035,0039,009c,009e,c009,c00a,c013,c014,c02b,c02f_0005,000a,000b,000d,0012,0023,3374,7550,8b47,ff01_0401,0501,0201,0403,0503,0203,0402,0202",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Firefox 86.0 ,,,OS X Mojave ,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 40.0 ,,,Windows XP ,,,t12d1011sp_41f4ea5be9c2_06a4338d0495,"t12d1011sp_002f,0032,0033,0035,0039,009c,009e,c013,c014,c02f_0005,000a,000b,000d,0012,0023,3374,7550,ff01_0401,0501,0201,0403,0503,0203,0402,0202",,ge11nn11enus_fad376c0528a_000000000000_000000000000,,
Chrome 114.0 ,,,OS X Catalina ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 59.0 ,,,OS X Big Sur ,,,t12d1409h2_c877c20a043a_e70312a1ce2c,"t12d1409h2_002f,0033,0035,0039,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0017,0023,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
Chrome 107.0 ,,,OS X Sonoma ,,,t13d1516h2_8daaf6152771_e5627efa2ab1,"t13d1516h2_002f,0035,009c,009d,1301,1302,1303,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0012,0015,0017,001b,0023,002b,002d,0033,4469,ff01_0403,0804,0401,0503,0805,0501,0806,0601",,ge11nn19enus_f2808f0d04cf_000000000000_000000000000,,
Firefox 81.0 ,,,OS X Sierra ,,,t13d1714h2_5b57614c22b0_d267a5f792d4,"t13d1714h2_002f,0035,009c,009d,1301,1302,1303,c009,c00a,c013,c014,c02b,c02c,c02f,c030,cca8,cca9_0005,000a,000b,000d,0015,0017,001c,0023,002b,002d,0033,ff01_0403,0503,0603,0804,0805,0806,0401,0501,0601,0203,0201",,ge11nn12enus_fac804906c82_000000000000_000000000000,,
